Talk ID,Date,Time,Origin,Contact ID,Contact Name,Lead ID,Responsible User Name,Chat ID,Status,Duration (sec),First Message Time,First Response Duration (sec)
26279,2025-07-21,15:04:04,Instagram Business,15357544,Contact_4e9e6b2c,L_dac0babf,,Chat_07375818,in_work,,,
26278,2025-07-21,15:04:01,WhatsApp (CRM),15357536,Contact_ca24fe34,L_fdcfd709,,Chat_35926502,in_work,,,
26277,2025-07-21,15:03:42,WhatsApp (CRM),15357480,Contact_819622f6,L_fdc8e7ff,,Chat_64ea7f02,in_work,,,
26276,2025-07-21,15:03:18,Instagram Business,15357396,Contact_2b29a71d,L_32666ede,,Chat_8eec9829,in_work,,,
26275,2025-07-21,15:03:08,WhatsApp (CRM),15357366,Contact_3731ec86,L_e891db01,,Chat_edc67b8a,in_work,,,
26274,2025-07-21,15:02:35,WhatsApp (CRM),15357308,Contact_79ccaaf6,L_1dc3e49e,,Chat_6ac99ec7,in_work,,,
26273,2025-07-21,15:02:26,WhatsApp (CRM),15357292,Contact_e3c7d368,L_f31d4751,,Chat_86c7dd97,in_work,,,
26272,2025-07-21,15:02:20,WhatsApp (CRM),15357220,Contact_98b5a335,L_89ef4e4f,User 3,Chat_689aef89,in_work,,,
26271,2025-07-21,15:00:32,Instagram Business,15356974,Contact_bd917d98,L_b9e31632,,Chat_5b39c08d,in_work,,,
26270,2025-07-21,14:59:45,WhatsApp (CRM),15356798,Contact_4130e2cc,L_8fdcc7b7,,Chat_92011d96,in_work,,,
26269,2025-07-21,14:58:43,WhatsApp (CRM),15356624,Contact_5c77f3a2,L_e96a1890,,Chat_70b75ed7,in_work,,,
26268,2025-07-21,14:58:25,WhatsApp (CRM),15356540,Contact_40b57ca5,L_17d5633b,User 8,Chat_6abbd61f,in_work,,,
26267,2025-07-21,14:58:25,WhatsApp (CRM),15356560,Contact_1ecbeb2c,L_4f98dfcd,,Chat_0b372298,in_work,,,
26266,2025-07-21,14:57:17,WhatsApp (CRM),15356162,Contact_b76cc837,L_2895e6fe,,Chat_8b71a750,in_work,,,
26264,2025-07-21,14:53:08,Instagram Business,15355004,Contact_7fc18b5f,L_c1afcae4,,Chat_880dcd6e,in_work,,,
26263,2025-07-21,14:52:27,WhatsApp (CRM),15354898,Contact_00ccf61d,L_53321857,,Chat_593143bd,in_work,,,
26262,2025-07-21,14:51:44,WhatsApp (CRM),15354706,Contact_98b5a335,L_dc8820ba,User 3,Chat_c19e0d9e,in_work,,,
26261,2025-07-21,14:51:12,WhatsApp (CRM),15354594,Contact_2f132239,L_ee36937f,User 7,Chat_16d64f1f,in_work,,,
26260,2025-07-21,14:50:10,WhatsApp (CRM),15354452,Contact_1dedb73b,L_8b3089c6,,Chat_a69352c4,in_work,,,
26258,2025-07-21,14:49:47,WhatsApp (CRM),15354372,Contact_ccdcf105,L_b2dd8cf9,,Chat_fa71559e,in_work,,,
26257,2025-07-21,14:47:54,WhatsApp (CRM),15353948,Contact_11123f85,L_dc4a3e57,,Chat_2ad4a63f,in_work,,,
26256,2025-07-21,14:47:34,WhatsApp (CRM),15353886,Contact_d20f070f,L_1d2d178f,,Chat_e68576ea,in_work,,,
26254,2025-07-21,14:47:24,WhatsApp (CRM),15353854,Contact_f0c4483e,L_dccc7d2f,,Chat_955594c2,in_work,,,
26255,2025-07-21,14:47:11,WhatsApp (CRM),15353806,Contact_17ef9d37,L_dc4f37e5,,Chat_3eeac6ec,in_work,,,
26253,2025-07-21,14:41:23,WhatsApp (CRM),15352742,Contact_5bd00ce2,L_53ba798a,,Chat_8537785f,in_work,,,
26252,2025-07-21,14:40:03,WhatsApp (CRM),1997822,Contact_54387a49,L_4def40a5,User 5,Chat_f7590e13,in_work,,,
26251,2025-07-21,14:39:58,WhatsApp (CRM),14931084,Contact_f6eb71b1,L_1721854d,User 5,Chat_8f4108b9,in_work,,,
26250,2025-07-21,14:39:32,WhatsApp (CRM),15352380,Contact_b1294d62,L_11e1e461,,Chat_c787508e,in_work,,,
26249,2025-07-21,14:37:22,Instagram Business,15351980,Contact_4e3830ce,L_0b21e654,,Chat_7561feb3,in_work,,,
26248,2025-07-21,14:36:53,WhatsApp (CRM),15351900,Contact_98b5a335,L_20322950,,Chat_50f54c1f,in_work,,,
26247,2025-07-21,14:36:45,WhatsApp (CRM),15351840,Contact_fb049c42,L_636fcaec,,Chat_32eefbdc,in_work,,,
26246,2025-07-21,14:36:08,Instagram Business,15351706,Contact_d4318842,L_936a79d8,,Chat_7363bf18,in_work,,,
26245,2025-07-21,14:36:04,WhatsApp (CRM),15351694,Contact_057cb9c9,L_083e39f6,,Chat_2f1a8a7c,in_work,,,
26244,2025-07-21,14:34:08,Instagram Business,15351362,Contact_b93d6e6c,L_fb9992a9,,Chat_59854747,in_work,,,
26243,2025-07-21,14:33:24,facebook,15351218,Contact_43d4fb3b,L_f7dba126,,Chat_cb456e73,in_work,,,
26241,2025-07-21,14:31:17,WhatsApp (CRM),15350842,Contact_b269d104,L_aa5c18a4,,Chat_5b8d272e,in_work,,,
26240,2025-07-21,14:31:14,Instagram Business,15350828,Contact_c8f84cd4,L_b47da8fb,,Chat_27d22be9,in_work,,,
26239,2025-07-21,14:30:21,WhatsApp (CRM),15350122,Contact_8766e153,L_7d7f1c62,,Chat_34595382,in_work,,,
26238,2025-07-21,14:29:58,WhatsApp (CRM),15350042,Contact_ea89ca06,L_35b4699d,,Chat_3f34d9dd,in_work,,,
26236,2025-07-21,14:29:53,WhatsApp (CRM),15350022,Contact_804eaa4d,L_428a0deb,,Chat_94c6f6db,in_work,,,
26237,2025-07-21,14:29:53,Instagram Business,15350016,Contact_97dcbecf,L_ed0603bc,,Chat_05458eea,in_work,,,
26235,2025-07-21,14:29:47,WhatsApp (CRM),15349994,Contact_7c6fa96d,L_bc29d047,,Chat_446ba207,in_work,,,
26234,2025-07-21,14:29:45,WhatsApp (CRM),15349944,Contact_98b5a335,L_515c2c35,User 3,Chat_535df50a,in_work,,,
26233,2025-07-21,14:26:59,WhatsApp (CRM),15349448,Contact_3e9eb4d1,L_b3cea2a0,,Chat_f678f281,in_work,,,
26232,2025-07-21,14:26:49,WhatsApp (CRM),15349410,Contact_33c0df43,L_f10acc5b,,Chat_59a6d933,in_work,,,
26231,2025-07-21,14:26:34,Instagram Business,15349368,Contact_49bfc8f9,L_84e1fcd2,,Chat_d77f1f42,in_work,,,
26229,2025-07-21,14:23:24,WhatsApp (CRM),15348782,Contact_c40ed047,L_2b71b81a,,Chat_96a1921b,in_work,,,
26228,2025-07-21,14:20:45,WhatsApp (CRM),15348194,Contact_939fef02,L_33064465,,Chat_ef3a7276,in_work,,,
26227,2025-07-21,14:19:31,WhatsApp (CRM),15347958,Contact_dd93f78f,L_d363576f,,Chat_6785e2b6,in_work,,,
26226,2025-07-21,14:18:37,WhatsApp (CRM),15347762,Contact_e4aa530c,L_ea5ec44b,,Chat_4f57b97c,in_work,,,
26225,2025-07-21,14:15:05,WhatsApp (CRM),15347080,Contact_996ffe1a,L_61085952,,Chat_cbfe2b58,in_work,,,
26224,2025-07-21,14:14:00,WhatsApp (CRM),15346894,Contact_6acc747b,L_48548e7a,,Chat_be28a83e,in_work,,,
26223,2025-07-21,14:13:41,WhatsApp (CRM),15346816,Contact_2d291bc7,L_e51d5d47,,Chat_5f953d18,in_work,,,
26222,2025-07-21,14:13:23,Instagram Business,15346744,Contact_d9db7da9,L_39d43d92,,Chat_665ab343,in_work,,,
26221,2025-07-21,14:11:54,WhatsApp (CRM),15346470,Contact_f6794b85,L_31788b02,,Chat_b16f8f49,in_work,,,
26220,2025-07-21,14:11:49,Instagram Business,15346450,Contact_9705c02c,L_48dd5566,,Chat_480a3af5,in_work,,,
26219,2025-07-21,14:11:00,WhatsApp (CRM),15346316,Contact_06041b2f,L_5ba5aeac,,Chat_5910fc7c,in_work,,,
26218,2025-07-21,14:09:01,WhatsApp (CRM),15346018,Contact_8ec4890e,L_25f0636a,,Chat_79b3ad27,in_work,,,
26216,2025-07-21,14:06:09,WhatsApp (CRM),15345498,Contact_1d3b2e61,L_d3a4d19c,,Chat_4088afa0,in_work,,,
26215,2025-07-21,14:05:47,WhatsApp (CRM),15345416,Contact_98b5a335,L_c28e9af8,User 1,Chat_53bdc6c5,in_work,,,
26214,2025-07-21,14:05:45,Instagram Business,15345442,Contact_6dda56cb,L_92a1cf3c,,Chat_9c9314fb,in_work,,,
26212,2025-07-21,14:03:33,WhatsApp (CRM),15344548,Contact_9a892cac,L_dd4aa6f2,,Chat_4bb2e42d,in_work,,,
26213,2025-07-21,14:03:33,WhatsApp (CRM),15344468,Contact_3146de15,L_036b3c8d,User 2,Chat_93018de1,in_work,,,
26211,2025-07-21,14:03:19,WhatsApp (CRM),15344492,Contact_acbcb25b,L_966e52d7,,Chat_2ebb5748,in_work,,,
26210,2025-07-21,14:02:08,Instagram Business,15344284,Contact_0ac1b10f,L_a0ad8bb7,,Chat_1f3670e6,in_work,,,
26209,2025-07-21,14:00:58,WhatsApp (CRM),15344052,Contact_d79c128c,L_79854d54,,Chat_55bb51c9,in_work,,,
26208,2025-07-21,14:00:54,Instagram Business,15344032,Contact_8a52d334,L_f406d010,,Chat_8c683504,in_work,,,
26207,2025-07-21,14:00:12,WhatsApp (CRM),15343896,Contact_1374e766,L_e9a18f6a,,Chat_7afa07a4,in_work,,,
26206,2025-07-21,13:58:57,Instagram Business,15343656,Contact_3b2593ea,L_25e67e29,,Chat_8a22f3e9,in_work,,,
26205,2025-07-21,13:58:02,WhatsApp (CRM),15342622,Contact_f8dae72d,L_84b01795,User 3,Chat_ac4a4480,in_work,,,
26204,2025-07-21,13:57:57,Instagram Business,15342764,Contact_2facdfb7,L_15d4c67d,,Chat_fb11d469,in_work,,,
26203,2025-07-21,13:57:14,Instagram Business,15342648,Contact_f72bb550,L_31062463,,Chat_3fd924da,in_work,,,
26202,2025-07-21,13:55:33,Instagram Business,15342328,Contact_c0fb2a18,L_af9d55f7,,Chat_6d1b9239,in_work,,,
26201,2025-07-21,13:55:28,WhatsApp (CRM),15342310,Contact_3348827c,L_6aa4fdbd,,Chat_31bff85b,in_work,,,
26200,2025-07-21,13:53:46,WhatsApp (CRM),15341190,Contact_0f4ae201,L_19abd8ef,,Chat_e17b891c,in_work,,,
26199,2025-07-21,13:52:59,WhatsApp (CRM),15341022,Contact_3a52ce78,L_4ceee1e0,,Chat_f0c44181,in_work,,,
26198,2025-07-21,13:44:40,WhatsApp (CRM),14931084,Contact_f6eb71b1,L_1721854d,User 5,Chat_8f4108b9,closed,,,
26197,2025-07-21,13:43:43,WhatsApp (CRM),15338740,Contact_c1212e9c,L_01c19f41,,Chat_f9183350,in_work,,,
26196,2025-07-21,13:42:59,Instagram Business,15338612,Contact_f371533c,L_fef0ad8b,,Chat_edf77a72,in_work,,,
26195,2025-07-21,13:42:03,WhatsApp (CRM),15338434,Contact_a2221e7d,L_92a31804,,Chat_3ba79ed5,in_work,,,
26193,2025-07-21,13:36:57,WhatsApp (CRM),14954170,Contact_98b5a335,L_393bdb62,User 8,Chat_5710f5c8,in_work,,,
26192,2025-07-21,13:36:42,WhatsApp (CRM),15337426,Contact_082be9f4,L_4002c68a,,Chat_aaf2c863,in_work,,,
26191,2025-07-21,13:34:19,WhatsApp (CRM),15337014,Contact_c40bd1a5,L_f2e7f769,,Chat_2dd52c94,in_work,,,
26190,2025-07-21,13:34:12,Instagram Business,15336994,Contact_98b5a335,L_e2437da5,,Chat_849e8355,in_work,,,
26189,2025-07-21,13:31:20,WhatsApp (CRM),15336418,Contact_98b5a335,L_1becad5d,User 3,Chat_bee0802b,in_work,,,
26188,2025-07-21,13:29:44,WhatsApp (CRM),15336200,Contact_6d0087f9,L_e84df479,,Chat_0c3f95f2,in_work,,,
26187,2025-07-21,13:29:37,WhatsApp (CRM),15336180,Contact_e81afa06,L_f1347bab,,Chat_7ee4d829,in_work,,,
26186,2025-07-21,13:27:36,WhatsApp (CRM),15334646,Contact_9265d7fe,L_5a74858b,,Chat_580156d2,in_work,,,
26185,2025-07-21,13:27:30,WhatsApp (CRM),15334618,Contact_05646468,L_3a0237bb,,Chat_bc86a80c,in_work,,,
26184,2025-07-21,13:27:16,Instagram Business,15334570,Contact_05646468,L_84ea639b,,Chat_9384e0d1,in_work,,,
26183,2025-07-21,13:26:26,WhatsApp (CRM),15334400,Contact_0e872352,L_0f9abc56,,Chat_73c3097c,in_work,,,
26182,2025-07-21,13:25:32,Instagram Business,15334232,Contact_a31d7217,L_62365803,,Chat_5f625445,in_work,,,
26181,2025-07-21,13:20:14,WhatsApp (CRM),15333240,Contact_feffbdab,L_79385d82,,Chat_d141bccb,in_work,,,
26180,2025-07-21,13:18:42,Instagram Business,15332958,Contact_df226c71,L_8bd7eec3,,Chat_1021f116,in_work,,,
26179,2025-07-21,13:16:08,WhatsApp (CRM),15332460,Contact_98b5a335,L_544b5b91,,Chat_c7bf4034,in_work,,,
26177,2025-07-21,13:15:26,Instagram Business,15332144,Contact_465addef,L_238e9902,,Chat_cc8b0a19,in_work,,,
26176,2025-07-21,13:14:39,WhatsApp (CRM),15331506,Contact_370b8503,L_0068aa2d,,Chat_d6173a6e,in_work,,,
26175,2025-07-21,13:13:46,Instagram Business,15331302,Contact_a4eff4c8,L_36a3bd46,,Chat_2d6563b0,in_work,,,
26174,2025-07-21,13:13:28,WhatsApp (CRM),15331260,Contact_27815675,L_3e70ec4e,,Chat_d3a7a3df,in_work,,,
26173,2025-07-21,13:12:43,Instagram Business,15331120,Contact_27815675,L_137a2010,,Chat_78387be4,in_work,,,
26172,2025-07-21,13:12:03,WhatsApp (CRM),15330996,Contact_2564244f,L_c40659c6,,Chat_bb5c0578,in_work,,,
26171,2025-07-21,13:10:44,WhatsApp (CRM),14237834,Contact_fddca89b,L_b124878a,User 1,Chat_4fb4e8fe,in_work,,,
26170,2025-07-21,13:09:01,Instagram Business,15330402,Contact_0b132b68,L_ac79ea00,,Chat_75ced150,in_work,,,
26169,2025-07-21,13:07:40,WhatsApp (CRM),15330128,Contact_16e57674,L_11c222be,,Chat_52861f18,in_work,,,
26168,2025-07-21,13:07:03,Instagram Business,15330024,Contact_c5d01375,L_e14630b0,,Chat_ee865efb,in_work,,,
26167,2025-07-21,13:06:51,WhatsApp (CRM),15329794,Contact_aef46b7d,L_755517b7,,Chat_0f84af27,in_work,,,
26166,2025-07-21,13:06:03,WhatsApp (CRM),15328656,Contact_e17579cf,L_78d5a915,,Chat_ab3efa7e,in_work,,,
26165,2025-07-21,13:04:14,Instagram Business,15328260,Contact_f03ed912,L_5deacdb0,,Chat_7a3c5a47,in_work,,,
26164,2025-07-21,13:03:21,WhatsApp (CRM),15328094,Contact_517c2ee6,L_ff0fb10f,,Chat_51ff0bab,in_work,,,
26163,2025-07-21,13:02:27,Instagram Business,15327890,Contact_3dd085f2,L_e9e52dbf,,Chat_8bc1d1af,in_work,,,
26162,2025-07-21,13:01:32,WhatsApp (CRM),15327712,Contact_66c02851,L_ad2a4735,,Chat_df0ea359,in_work,,,
26161,2025-07-21,12:58:40,WhatsApp (CRM),15327170,Contact_545dd7b1,L_f6065e93,,Chat_81bf0082,in_work,,,
26160,2025-07-21,12:58:28,WhatsApp (CRM),15327122,Contact_b0b2a65b,L_8b1c1760,,Chat_91721d9c,in_work,,,
26159,2025-07-21,12:58:08,WhatsApp (CRM),15327052,Contact_ef8d1e83,L_34418b94,,Chat_52acc68d,in_work,,,
26158,2025-07-21,12:57:44,WhatsApp (CRM),15326990,Contact_43a2228f,L_1f4b4039,,Chat_e000f6a8,in_work,,,
26157,2025-07-21,12:56:10,WhatsApp (CRM),15326698,Contact_3482745d,L_3289c38d,,Chat_d884a816,in_work,,,
26156,2025-07-21,12:54:58,WhatsApp (CRM),15326470,Contact_ee236236,L_48d7418b,,Chat_1f559645,in_work,,,
26152,2025-07-21,12:54:39,WhatsApp (CRM),15326394,Contact_5253b30e,L_219f9d06,,Chat_5f3105cf,in_work,,,
26155,2025-07-21,12:54:34,WhatsApp (CRM),15326374,Contact_c2043ab6,L_937317d8,,Chat_d1b9efe9,in_work,,,
26154,2025-07-21,12:54:15,WhatsApp (CRM),15326330,Contact_67cda508,L_4aca5575,User 8,Chat_e152fd8d,in_work,,,
26153,2025-07-21,12:54:12,WhatsApp (CRM),15326324,Contact_520835c1,L_32ad5527,,Chat_4a2bf864,in_work,,,
26151,2025-07-21,12:53:09,WhatsApp (CRM),15326126,Contact_f1cac239,L_dd57902b,,Chat_150bcb67,in_work,,,
26150,2025-07-21,12:51:10,Instagram Business,15325714,Contact_531b360d,L_e453574b,,Chat_9e102117,in_work,,,
26149,2025-07-21,12:50:28,Instagram Business,15325570,Contact_d4f819a5,L_c33d8623,,Chat_01dc4d75,in_work,,,
26148,2025-07-21,12:50:20,WhatsApp (CRM),15325544,Contact_dcc91f66,L_6929d666,,Chat_4d6f36ed,in_work,,,
26147,2025-07-21,12:49:21,WhatsApp (CRM),15325330,Contact_5107cada,L_81b64bd6,,Chat_ea5e9c8d,in_work,,,
26146,2025-07-21,12:45:39,WhatsApp (CRM),15324496,Contact_363d045b,L_6a5459d4,User 3,Chat_c11fc2a4,in_work,,,
26145,2025-07-21,12:44:56,WhatsApp (CRM),15324602,Contact_d09a05d1,L_df8c16f4,,Chat_4b1ab854,in_work,,,
26144,2025-07-21,12:43:09,WhatsApp (CRM),15324260,Contact_a24c4b86,L_db7a1c76,,Chat_fde632e4,in_work,,,
26143,2025-07-21,12:41:19,WhatsApp (CRM),15323958,Contact_5e2e3b9b,L_a7ec17e3,,Chat_96833442,in_work,,,
26142,2025-07-21,12:40:22,Instagram Business,15323738,Contact_bcb23e57,L_012868dc,,Chat_825039db,in_work,,,
26141,2025-07-21,12:39:44,WhatsApp (CRM),15323634,Contact_11c822bc,L_3e0642e4,,Chat_621eeb82,in_work,,,
26140,2025-07-21,12:37:16,Instagram Business,15323224,Contact_ea3172b2,L_1853032a,,Chat_f44c8ec3,in_work,,,
26139,2025-07-21,12:36:05,WhatsApp (CRM),15323040,Contact_2a562d8b,L_d779a35b,,Chat_1bfcc784,in_work,,,
26138,2025-07-21,12:33:56,WhatsApp (CRM),15322740,Contact_3a52ce78,L_48c4b974,,Chat_5708f397,in_work,,,
26137,2025-07-21,12:32:31,WhatsApp (CRM),15322518,Contact_59699c0d,L_a0f7de3a,,Chat_2b438e8a,in_work,,,
26136,2025-07-21,12:32:28,Instagram Business,15322516,Contact_3c30b5b5,L_931cd308,,Chat_afff5072,in_work,,,
26135,2025-07-21,12:32:24,WhatsApp (CRM),15322504,Contact_670d6974,L_59c82bd1,User 4,Chat_5627bb7c,in_work,,,
26134,2025-07-21,12:31:00,WhatsApp (CRM),15322312,Contact_7c6fa96d,L_68ff15dc,,Chat_9e99e2b3,in_work,,,
26133,2025-07-21,12:30:18,WhatsApp (CRM),15322180,Contact_4e464912,L_9ede7258,,Chat_7962547b,in_work,,,
26132,2025-07-21,12:29:02,WhatsApp (CRM),15321984,Contact_dcb06fc2,L_baf8291b,,Chat_e0a0ca8f,in_work,,,
26130,2025-07-21,12:27:49,WhatsApp (CRM),15321794,Contact_92e82d2b,L_89acb99d,,Chat_7ee6b807,in_work,,,
26131,2025-07-21,12:27:49,WhatsApp (CRM),15321796,Contact_2958864c,L_6e19a298,,Chat_ffe44383,in_work,,,
26129,2025-07-21,12:27:40,WhatsApp (CRM),15321782,Contact_052a7599,L_43bbd0a5,,Chat_f6c95606,in_work,,,
26128,2025-07-21,12:26:17,WhatsApp (CRM),15321328,Contact_6f1dd873,L_a6e62c92,,Chat_db492416,in_work,,,
26127,2025-07-21,12:23:14,WhatsApp (CRM),15320862,Contact_4a11bedd,L_50d4675b,,Chat_56e3a47f,in_work,,,
26126,2025-07-21,12:22:15,WhatsApp (CRM),15320714,Contact_57da78f2,L_c6f165ec,,Chat_5febca61,in_work,,,
26125,2025-07-21,12:20:56,Instagram Business,15320512,Contact_90b327d7,L_f34ef647,,Chat_920c9941,in_work,,,
26124,2025-07-21,12:20:38,Instagram Business,15320466,Contact_7871b3cf,L_62991b0a,,Chat_62054930,in_work,,,
26123,2025-07-21,12:20:16,Instagram Business,15320412,Contact_156e9488,L_6a4dd529,,Chat_6a393f49,in_work,,,
26122,2025-07-21,12:18:29,Instagram Business,15320102,Contact_7353bffe,L_f89b9919,,Chat_fc8c6660,in_work,,,
26121,2025-07-21,12:18:14,Instagram Business,15320074,Contact_1ed2904d,L_592fae87,,Chat_264ba269,in_work,,,
26120,2025-07-21,12:17:52,WhatsApp (CRM),15320028,Contact_8dcc1587,L_b3b26e24,,Chat_d1633df1,in_work,,,
26118,2025-07-21,12:17:26,WhatsApp (CRM),15319960,Contact_32773f55,L_6224ce95,,Chat_00acead1,in_work,,,
26119,2025-07-21,12:17:26,WhatsApp (CRM),15318098,Contact_98b5a335,L_a39646f5,User 3,Chat_bd3ed4b8,in_work,,,
26117,2025-07-21,12:16:13,WhatsApp (CRM),15318462,Contact_b1467e34,L_88824ea8,,Chat_a2c0bb12,in_work,,,
26116,2025-07-21,12:15:55,WhatsApp (CRM),15318424,Contact_e6c083a6,L_4d10fe12,,Chat_c1805ebf,in_work,,,
26115,2025-07-21,12:14:58,WhatsApp (CRM),15318312,Contact_d26f9195,L_71268d92,,Chat_5c8bf644,in_work,,,
26094,2025-07-21,12:14:10,Instagram Business,15318216,Contact_3d147995,L_4c44d818,,Chat_4534c369,in_work,,,
26114,2025-07-21,12:13:06,Instagram Business,15318066,Contact_cb14380f,L_36f8c1d6,,Chat_2f313e8f,in_work,,,
26113,2025-07-21,12:08:22,WhatsApp (CRM),15317324,Contact_04c3adc3,L_5b529548,,Chat_0449efcf,in_work,,,
26111,2025-07-21,12:06:37,WhatsApp (CRM),15317096,Contact_14320592,L_e429b102,,Chat_0e04bf41,in_work,,,
26110,2025-07-21,12:04:53,WhatsApp (CRM),15316870,Contact_72ed369b,L_035597b8,,Chat_f7df1249,in_work,,,
26109,2025-07-21,12:04:53,WhatsApp (CRM),15316868,Contact_c1212e9c,L_cb6686f0,,Chat_c5c3cc76,in_work,,,
26108,2025-07-21,12:04:00,Instagram Business,15316752,Contact_c79147c4,L_d4f15c8a,,Chat_f23fbe45,in_work,,,
26107,2025-07-21,12:01:32,WhatsApp (CRM),15316446,Contact_a7f1c8b9,L_c9b6bb55,,Chat_ddf6fb12,in_work,,,
26106,2025-07-21,12:01:14,WhatsApp (CRM),15316404,Contact_0a41ac93,L_1ea20af9,,Chat_4e974ce0,in_work,,,
26105,2025-07-21,11:58:22,WhatsApp (CRM),15316066,Contact_f901d43c,L_2ba6588c,,Chat_aec213a2,in_work,,,
26104,2025-07-21,11:57:32,Instagram Business,15315982,Contact_c4ea6b14,L_7ac17e7c,,Chat_9b744ff9,in_work,,,
26103,2025-07-21,11:56:04,WhatsApp (CRM),15307664,Contact_a07e326c,L_2fcdb44a,User 3,Chat_7aa6da22,in_work,,,
26102,2025-07-21,11:55:45,WhatsApp (CRM),15315720,Contact_32e3ac5a,L_c87ce865,,Chat_06139ad7,in_work,,,
26101,2025-07-21,11:55:41,WhatsApp (CRM),15315708,Contact_68effb53,L_eee473eb,,Chat_5e3dbe40,in_work,,,
26100,2025-07-21,11:55:31,Instagram Business,15315694,Contact_511d165f,L_efb81d1c,,Chat_abec0855,in_work,,,
26099,2025-07-21,11:54:10,WhatsApp (CRM),15315542,Contact_11572626,L_7aeec31f,,Chat_568f9a77,in_work,,,
26098,2025-07-21,11:54:00,WhatsApp (CRM),15315514,Contact_690d3419,L_a6d43bd3,,Chat_d417affa,in_work,,,
26097,2025-07-21,11:53:10,Instagram Business,15315452,Contact_68acc3f8,L_627b6468,,Chat_9399dbcc,in_work,,,
26096,2025-07-21,11:52:59,WhatsApp (CRM),15315406,Contact_5b52086c,L_333b93c0,,Chat_a19b41f1,in_work,,,
26095,2025-07-21,11:52:38,WhatsApp (CRM),15315308,Contact_a1cbbe88,L_5bfbb769,User 5,Chat_d7662a03,in_work,,,
26093,2025-07-21,11:52:18,WhatsApp (CRM),15315340,Contact_4e3e7548,L_9fe6ff7e,,Chat_16cc311a,in_work,,,
26092,2025-07-21,11:49:03,Instagram Business,15314962,Contact_41ad5f0d,L_b9f4a15e,,Chat_caa6e44b,in_work,,,
26091,2025-07-21,11:48:40,WhatsApp (CRM),15314906,Contact_121db6c6,L_4d4b00c3,,Chat_c2b703b7,in_work,,,
26090,2025-07-21,11:46:59,WhatsApp (CRM),15314714,Contact_d856c6a3,L_ded94a07,,Chat_32f5d097,in_work,,,
26089,2025-07-21,11:45:06,WhatsApp (CRM),15314514,Contact_4056833c,L_31af23ff,,Chat_b58997f9,in_work,,,
26088,2025-07-21,11:44:48,Instagram Business,15314476,Contact_380746b2,L_af092ec5,,Chat_926ed935,in_work,,,
26087,2025-07-21,11:44:37,WhatsApp (CRM),15314436,Contact_47b8f136,L_e0434a21,User 1,Chat_ecf5176d,in_work,,,
26086,2025-07-21,11:44:33,Instagram Business,15314454,Contact_4056833c,L_cbb49882,,Chat_acb60ff7,in_work,,,
26085,2025-07-21,11:43:58,WhatsApp (CRM),15314308,Contact_98b5a335,L_0564b63c,User 1,Chat_687375cf,in_work,,,
26084,2025-07-21,11:43:36,WhatsApp (CRM),15314284,Contact_3a52ce78,L_45f02fd1,,Chat_06959ef0,in_work,,,
26083,2025-07-21,11:42:35,WhatsApp (CRM),15314170,Contact_1bc91d4f,L_fc2e50ae,,Chat_4e0ed1a3,in_work,,,
26082,2025-07-21,11:42:03,WhatsApp (CRM),15314092,Contact_41f3e212,L_9a95563b,,Chat_d35a7b60,in_work,,,
26081,2025-07-21,11:39:09,WhatsApp (CRM),15313754,Contact_8eb2f7fb,L_9b562021,,Chat_fb695cd6,in_work,,,
26080,2025-07-21,11:38:08,WhatsApp (CRM),15313622,Contact_bc8f2592,L_f4827525,,Chat_2865fd64,in_work,,,
26079,2025-07-21,11:34:42,Instagram Business,15313182,Contact_c40e0207,L_eadc261a,,Chat_b02c132a,in_work,,,
26078,2025-07-21,11:34:02,WhatsApp (CRM),15313122,Contact_d998b8aa,L_ae96fba0,,Chat_5285d16b,in_work,,,
26077,2025-07-21,11:32:37,WhatsApp (CRM),15312946,Contact_3c8a33a2,L_121bd33c,,Chat_7f2e50ee,in_work,,,
26076,2025-07-21,11:31:52,WhatsApp (CRM),15312856,Contact_77c219da,L_5c83c877,,Chat_eff48641,in_work,,,
26075,2025-07-21,11:30:26,WhatsApp (CRM),15312716,Contact_d35f018b,L_dc58e37e,User 5,Chat_3f73aebc,in_work,,,
26074,2025-07-21,11:29:37,WhatsApp (CRM),15312636,Contact_a2b2e563,L_0962d92f,,Chat_13f9f713,in_work,,,
26073,2025-07-21,11:27:14,WhatsApp (CRM),15312400,Contact_a65a53d1,L_e7a68c82,,Chat_f6b07326,in_work,,,
26072,2025-07-21,11:27:07,WhatsApp (CRM),15312382,Contact_f1e46748,L_5899d381,,Chat_e1b1be6c,in_work,,,
26071,2025-07-21,11:26:35,WhatsApp (CRM),15312322,Contact_48ce1bb4,L_0ee2a4fa,,Chat_c1585ad1,in_work,,,
26070,2025-07-21,11:25:34,WhatsApp (CRM),15312226,Contact_946e2d87,L_52119428,,Chat_8ec5764f,in_work,,,
26069,2025-07-21,11:24:41,WhatsApp (CRM),15312144,Contact_12d88497,L_250b0d82,,Chat_9beb0f73,in_work,,,
26068,2025-07-21,11:24:32,WhatsApp (CRM),15312128,Contact_c7ebaeb5,L_a36b74ce,,Chat_a46be959,in_work,,,
26067,2025-07-21,11:23:51,WhatsApp (CRM),15312052,Contact_153881e5,L_571cabec,,Chat_ead88d35,in_work,,,
